"row","year","date","displayDate","datePrecision","certainty","title","summary","people","places","tags","view","works","crossReferences","sourceBook","sourceChapter","sourceLine","sourcePath","additionalSources","additionalSourcesJson","dataFile","id","eventJson"
"1001","1959","1959-01-03","1959年1月3日","day","diary","李敖又与马宏祥谈英雄传记、理想、孤独、读书和自我认识","李敖又与马宏祥谈话，话题包括陈彦增的《爱情友情中断说》、英雄传记使自己卓立不群、毛子水文中天堂与地狱、马宏祥重理想而不重个人生活细节、生活方式要“亦庄亦侠亦温文”、非吾类朋友会误时间所以孤独必要、再创造式读书、托尔斯泰追求理想失败，以及晚上在大新续谈哲学家、镜子、精神阉割和中国传记英雄豪杰形成竟无女人影响等。","李敖、马宏祥、陈彦增、毛子水、托尔斯泰","台北、大新","马宏祥、英雄传记、理想、孤独、读书、陈彦增、爱情友情中断说、托尔斯泰","思想线、交游线、读书线","大学后期日记乙集、爱情友情中断说","daxue-houqi-yi-1959-01-02-long-talk-with-ma-and-jing-at-dali-street-on-love-knowledge-ideal-and-ro-main-rolland","大学后期日记乙集","001.1959年1月","231","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","大学后期日记乙集 / 001.1959年1月 / line 247 / 说明：谈以再创造、心领神会的大热情读书求真意。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt || 大学后期日记乙集 / 001.1959年1月 / line 253 / 说明：晚上又在大新与老马谈。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt || 大学后期日记乙集 / 001.1959年1月 / line 261 / 说明：谈中国传记中英雄豪杰形成竟没女人影响。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":247,""note"":""谈以再创造、心领神会的大热情读书求真意。""},{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":253,""note"":""晚上又在大新与老马谈。""},{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":261,""note"":""谈中国传记中英雄豪杰形成竟没女人影响。""}]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-03-talks-again-with-ma-on-hero-biographies-ideal-solitude-reading-and-self-knowledge","{""id"":""daxue-houqi-yi-1959-01-03-talks-again-with-ma-on-hero-biographies-ideal-solitude-reading-and-self-knowledge"",""date"":""1959-01-03"",""displayDate"":""1959年1月3日"",""datePrecision"":""day"",""title"":""李敖又与马宏祥谈英雄传记、理想、孤独、读书和自我认识"",""summary"":""李敖又与马宏祥谈话，话题包括陈彦增的《爱情友情中断说》、英雄传记使自己卓立不群、毛子水文中天堂与地狱、马宏祥重理想而不重个人生活细节、生活方式要“亦庄亦侠亦温文”、非吾类朋友会误时间所以孤独必要、再创造式读书、托尔斯泰追求理想失败，以及晚上在大新续谈哲学家、镜子、精神阉割和中国传记英雄豪杰形成竟无女人影响等。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":231},""additionalSources"":[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":247,""note"":""谈以再创造、心领神会的大热情读书求真意。""},{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":253,""note"":""晚上又在大新与老马谈。""},{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":261,""note"":""谈中国传记中英雄豪杰形成竟没女人影响。""}],""view"":[""思想线"",""交游线"",""读书线""],""tags"":[""马宏祥"",""英雄传记"",""理想"",""孤独"",""读书"",""陈彦增"",""爱情友情中断说"",""托尔斯泰""],""people"":[""李敖"",""马宏祥"",""陈彦增"",""毛子水"",""托尔斯泰""],""places"":[""台北"",""大新""],""works"":[""大学后期日记乙集"",""爱情友情中断说""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-02-long-talk-with-ma-and-jing-at-dali-street-on-love-knowledge-ideal-and-ro-main-rolland""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1002","1959","1959-01-03","1959年1月3日","day","diary","李敖下午与新汉、宏祥等看《海盗》，夜与周弘等谈至深夜并唱 Dear John","下午，李敖与景新汉、马宏祥等看《海盗》。夜里又与周弘、霭蓥、宏祥等在大新谈至十一时半，再与周弘、关、马、叶等谈于新兴，并唱 Dear John。","李敖、景新汉、马宏祥、周弘、霭蓥、关、叶","台北、大新、新兴","海盗、大新、新兴、Dear John、周弘、景新汉、马宏祥","日常线、交游线、电影线、音乐线","大学后期日记乙集、海盗、Dear John","daxue-houqi-yi-1959-01-01-records-dear-john-at-guangcheng-and-likes-own-singing","大学后期日记乙集","001.1959年1月","263","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","大学后期日记乙集 / 001.1959年1月 / line 265 / 说明：夜与周弘、霭蓥、宏祥等在大新谈至十一时半，又转新兴谈并唱 Dear John。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":265,""note"":""夜与周弘、霭蓥、宏祥等在大新谈至十一时半，又转新兴谈并唱 Dear John。""}]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-03-watches-the-buccaneer-with-xinhan-hongxiang-and-night-talks-sings-dear-john","{""id"":""daxue-houqi-yi-1959-01-03-watches-the-buccaneer-with-xinhan-hongxiang-and-night-talks-sings-dear-john"",""date"":""1959-01-03"",""displayDate"":""1959年1月3日"",""datePrecision"":""day"",""title"":""李敖下午与新汉、宏祥等看《海盗》，夜与周弘等谈至深夜并唱 Dear John"",""summary"":""下午，李敖与景新汉、马宏祥等看《海盗》。夜里又与周弘、霭蓥、宏祥等在大新谈至十一时半，再与周弘、关、马、叶等谈于新兴，并唱 Dear John。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":263},""additionalSources"":[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":265,""note"":""夜与周弘、霭蓥、宏祥等在大新谈至十一时半，又转新兴谈并唱 Dear John。""}],""view"":[""日常线"",""交游线"",""电影线"",""音乐线""],""tags"":[""海盗"",""大新"",""新兴"",""Dear John"",""周弘"",""景新汉"",""马宏祥""],""people"":[""李敖"",""景新汉"",""马宏祥"",""周弘"",""霭蓥"",""关"",""叶""],""places"":[""台北"",""大新"",""新兴""],""works"":[""大学后期日记乙集"",""海盗"",""Dear John""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-01-records-dear-john-at-guangcheng-and-likes-own-singing""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1003","1959","1959-01-04","1959年1月4日","day","diary","李敖三时去马戈处，四时四十分送马戈、祝泰返凤山","下午三时，李敖去马戈处；四时四十分送马戈、祝泰返凤山，景新汉在车站等候。","李敖、马戈、祝泰、景新汉","台北、凤山、车站","马戈、祝泰、凤山、车站、景新汉","交游线、日常线","大学后期日记乙集","","大学后期日记乙集","001.1959年1月","269","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","","[]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-04-goes-to-ma-ge-and-sees-off-ma-ge-zhu-tai-to-fengshan","{""id"":""daxue-houqi-yi-1959-01-04-goes-to-ma-ge-and-sees-off-ma-ge-zhu-tai-to-fengshan"",""date"":""1959-01-04"",""displayDate"":""1959年1月4日"",""datePrecision"":""day"",""title"":""李敖三时去马戈处，四时四十分送马戈、祝泰返凤山"",""summary"":""下午三时，李敖去马戈处；四时四十分送马戈、祝泰返凤山，景新汉在车站等候。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":269},""view"":[""交游线"",""日常线""],""tags"":[""马戈"",""祝泰"",""凤山"",""车站"",""景新汉""],""people"":[""李敖"",""马戈"",""祝泰"",""景新汉""],""places"":[""台北"",""凤山"",""车站""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1004","1959","1959-01-05","1959年1月5日","day","diary","李敖午后花两小时治印，夜写给 P 的信未成","午后，李敖花两小时治一方印；夜里写给 P 的信，但未写成。","李敖、P","台北","治印、P、写信","日常线、写作线、情感线","大学后期日记乙集","daxue-houqi-yi-1959-01-02-banquet-zhu-at-tianjin-guotie-and-mails-modern-chinese-history-to-p","大学后期日记乙集","001.1959年1月","273","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","大学后期日记乙集 / 001.1959年1月 / line 275 / 说明：夜写给 P 信未成。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":275,""note"":""夜写给 P 信未成。""}]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-05-spends-two-hours-carving-seal-and-night-unfinished-letter-to-p","{""id"":""daxue-houqi-yi-1959-01-05-spends-two-hours-carving-seal-and-night-unfinished-letter-to-p"",""date"":""1959-01-05"",""displayDate"":""1959年1月5日"",""datePrecision"":""day"",""title"":""李敖午后花两小时治印，夜写给 P 的信未成"",""summary"":""午后，李敖花两小时治一方印；夜里写给 P 的信，但未写成。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":273},""additionalSources"":[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":275,""note"":""夜写给 P 信未成。""}],""view"":[""日常线"",""写作线"",""情感线""],""tags"":[""治印"",""P"",""写信""],""people"":[""李敖"",""P""],""places"":[""台北""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-02-banquet-zhu-at-tianjin-guotie-and-mails-modern-chinese-history-to-p""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1005","1959","1959-01-06","1959年1月6日","day","confirmed","李敖日记称学到殷海光“不难”","李敖在台大章又引1959年1月6日日记，称“夜读逻辑，决定好好学到殷海光……像‘吸收’胡适一样，他没有多少好‘吸收’的”，可见他对思想导师的吸收与超越姿态。","李敖、殷海光、胡适","台北","殷海光、胡适、逻辑、日记","思想线、日常线、交游线","大学后期日记、李敖回忆录","","李敖回忆录","007.台大（1954-1959·19到24岁）","45","《大李敖全集5.0》（wjm_tcy版）分章节/001.自传回忆类/004.李敖回忆录/007.台大（1954-1959·19到24岁）.txt","","[]","data/timeline-events-fourth-book.json","book4-1959-01-06-diary-says-can-learn-yin-quickly","{""id"":""book4-1959-01-06-diary-says-can-learn-yin-quickly"",""date"":""1959-01-06"",""displayDate"":""1959年1月6日"",""datePrecision"":""day"",""title"":""李敖日记称学到殷海光“不难”"",""summary"":""李敖在台大章又引1959年1月6日日记，称“夜读逻辑，决定好好学到殷海光……像‘吸收’胡适一样，他没有多少好‘吸收’的”，可见他对思想导师的吸收与超越姿态。"",""view"":[""思想线"",""日常线"",""交游线""],""tags"":[""殷海光"",""胡适"",""逻辑"",""日记""],""people"":[""李敖"",""殷海光"",""胡适""],""places"":[""台北""],""works"":[""大学后期日记"",""李敖回忆录""],""certainty"":""confirmed"",""source"":{""book"":""李敖回忆录"",""chapter"":""007.台大（1954-1959·19到24岁）"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/001.自传回忆类/004.李敖回忆录/007.台大（1954-1959·19到24岁）.txt"",""line"":45},""dataFile"":""data/timeline-events-fourth-book.json""}"
"1006","1959","1959-01-06","1959年1月6日","day","diary","李敖夜读逻辑，决定好好学到殷海光、从马戈言，并说胡适可吸收不多","夜里李敖读逻辑，决定好好学到殷海光、从马戈言，认为这并不难；他又说像“吸收”胡适一样，胡适没有多少好“吸收”的。","李敖、殷海光、马戈、胡适","台北","逻辑、殷海光、马戈、胡适、吸收","读书线、思想线、胡适线","大学后期日记乙集","daxue-houqi-yi-1959-01-02-long-talk-with-ma-and-jing-at-dali-street-on-love-knowledge-ideal-and-ro-main-rolland","大学后期日记乙集","001.1959年1月","281","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","","[]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih","{""id"":""daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih"",""date"":""1959-01-06"",""displayDate"":""1959年1月6日"",""datePrecision"":""day"",""title"":""李敖夜读逻辑，决定好好学到殷海光、从马戈言，并说胡适可吸收不多"",""summary"":""夜里李敖读逻辑，决定好好学到殷海光、从马戈言，认为这并不难；他又说像“吸收”胡适一样，胡适没有多少好“吸收”的。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":281},""view"":[""读书线"",""思想线"",""胡适线""],""tags"":[""逻辑"",""殷海光"",""马戈"",""胡适"",""吸收""],""people"":[""李敖"",""殷海光"",""马戈"",""胡适""],""places"":[""台北""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-02-long-talk-with-ma-and-jing-at-dali-street-on-love-knowledge-ideal-and-ro-main-rolland""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1007","1959","1959-01-06","1959年1月6日","day","diary","P 的态度使李敖很不愉快","李敖记 P 的态度使自己很不愉快。","李敖、P","台北","P、不愉快","情感线、自省线","大学后期日记乙集","daxue-houqi-yi-1959-01-05-spends-two-hours-carving-seal-and-night-unfinished-letter-to-p","大学后期日记乙集","001.1959年1月","279","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","","[]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-06-p-attitude-displeases-li-ao","{""id"":""daxue-houqi-yi-1959-01-06-p-attitude-displeases-li-ao"",""date"":""1959-01-06"",""displayDate"":""1959年1月6日"",""datePrecision"":""day"",""title"":""P 的态度使李敖很不愉快"",""summary"":""李敖记 P 的态度使自己很不愉快。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":279},""view"":[""情感线"",""自省线""],""tags"":[""P"",""不愉快""],""people"":[""李敖"",""P""],""places"":[""台北""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-05-spends-two-hours-carving-seal-and-night-unfinished-letter-to-p""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1008","1959","1959-01-07","1959年1月7日","day","diary","庄因请李敖夜饭于寿尔康，兆真等同席","庄因请李敖夜饭于寿尔康，兆真等一同。","李敖、庄因、兆真","台北、寿尔康","庄因、寿尔康、兆真、夜饭","交游线、日常线","大学后期日记乙集","","大学后期日记乙集","001.1959年1月","285","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","","[]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-07-zhuangyin-treats-dinner-at-shouerkang-with-zhaozhen","{""id"":""daxue-houqi-yi-1959-01-07-zhuangyin-treats-dinner-at-shouerkang-with-zhaozhen"",""date"":""1959-01-07"",""displayDate"":""1959年1月7日"",""datePrecision"":""day"",""title"":""庄因请李敖夜饭于寿尔康，兆真等同席"",""summary"":""庄因请李敖夜饭于寿尔康，兆真等一同。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":285},""view"":[""交游线"",""日常线""],""tags"":[""庄因"",""寿尔康"",""兆真"",""夜饭""],""people"":[""李敖"",""庄因"",""兆真""],""places"":[""台北"",""寿尔康""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1009","1959","1959-01-07","1959年1月7日","day","diary","李敖夜赴国际学舍听胡适讲演，并觉胡适不如杜威宁等想妥再说","夜里，李敖赴国际学舍听胡适讲演。他觉得胡适似乎没有其老师杜威那种宁等一下、想好一句完妥的话再说的做法。","李敖、胡适、杜威","台北、国际学舍","胡适、杜威、国际学舍、讲演","胡适线、思想线、讲演线","大学后期日记乙集","daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih","大学后期日记乙集","001.1959年1月","287","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","","[]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-07-hears-hu-shih-lecture-at-international-house-and-compares-to-dewey","{""id"":""daxue-houqi-yi-1959-01-07-hears-hu-shih-lecture-at-international-house-and-compares-to-dewey"",""date"":""1959-01-07"",""displayDate"":""1959年1月7日"",""datePrecision"":""day"",""title"":""李敖夜赴国际学舍听胡适讲演，并觉胡适不如杜威宁等想妥再说"",""summary"":""夜里，李敖赴国际学舍听胡适讲演。他觉得胡适似乎没有其老师杜威那种宁等一下、想好一句完妥的话再说的做法。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":287},""view"":[""胡适线"",""思想线"",""讲演线""],""tags"":[""胡适"",""杜威"",""国际学舍"",""讲演""],""people"":[""李敖"",""胡适"",""杜威""],""places"":[""台北"",""国际学舍""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
"1010","1959","1959-01-08","1959年1月8日","day","diary","李敖中午借逻辑笔记及讲义，并发现自己身上不能有钱","中午，李敖借来逻辑笔记及讲义；当天又记自己愈来愈发现身上不能有钱。","李敖","台北","逻辑、笔记、讲义、钱","读书线、日常线、自省线","大学后期日记乙集","daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih","大学后期日记乙集","001.1959年1月","291","《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","大学后期日记乙集 / 001.1959年1月 / line 293 / 说明：李敖发现自己身上不能有钱。 / 《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt","[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":293,""note"":""李敖发现自己身上不能有钱。""}]","data/timeline-events-daxue-houqi-riji-yi.json","daxue-houqi-yi-1959-01-08-borrows-logic-notes-and-handouts-and-realizes-he-cannot-have-money","{""id"":""daxue-houqi-yi-1959-01-08-borrows-logic-notes-and-handouts-and-realizes-he-cannot-have-money"",""date"":""1959-01-08"",""displayDate"":""1959年1月8日"",""datePrecision"":""day"",""title"":""李敖中午借逻辑笔记及讲义，并发现自己身上不能有钱"",""summary"":""中午，李敖借来逻辑笔记及讲义；当天又记自己愈来愈发现身上不能有钱。"",""source"":{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":291},""additionalSources"":[{""book"":""大学后期日记乙集"",""chapter"":""001.1959年1月"",""path"":""《大李敖全集5.0》（wjm_tcy版）分章节/006.沉思日记类/004.大学日记后期乙集/001.1959年1月.txt"",""line"":293,""note"":""李敖发现自己身上不能有钱。""}],""view"":[""读书线"",""日常线"",""自省线""],""tags"":[""逻辑"",""笔记"",""讲义"",""钱""],""people"":[""李敖""],""places"":[""台北""],""works"":[""大学后期日记乙集""],""certainty"":""diary"",""crossReferences"":[""daxue-houqi-yi-1959-01-06-reads-logic-and-decides-to-learn-from-yin-haiguang-and-ma-ge-not-hu-shih""],""dataFile"":""data/timeline-events-daxue-houqi-riji-yi.json""}"
